"What can cloud-based DLP block?","Sensitive uploads, malware, and malicious content."
"Why is email a significant threat vector in DLP?","It can be used to leak sensitive data or trick users with spoofing and fake wire transfers."
"What does email DLP scan for?","Outgoing PII, fake transfers, spoofed sender addresses, keywords, and impostor messages."
"What action can email DLP take on suspicious emails?","Quarantine or block the email."
"What should you know about FIM tools for Security+?","That SFC is used in Windows and Tripwire in Linux to detect unauthorized file changes."
"What are the three DLP data states?","Data in use, data in motion, and data at rest."
"What are some DLP enforcement points to remember?","Endpoint (USB, memory), Network (packet inspection), Cloud (app traffic), Email (sensitive content)."
"What is an example of a real-world DLP incident?","The DoD USB worm or Boeing’s spreadsheet leak."
"What is an endpoint in cybersecurity?","A device used by a user such as a desktop, laptop, or mobile device."
"Why is endpoint monitoring critical?","Because applications can be exploited to access sensitive information; monitoring helps detect malicious software."
"What is the benefit of a layered approach in endpoint security?","It provides defense in depth by combining multiple protection types across all platforms."
"What is the 'edge' of a network?","The boundary where the internal network meets the external (internet) side."
"What protects the network edge?","A firewall that monitors and filters traffic using static security rules."
"What is the purpose of access control in endpoint security?","To limit a device’s access to specific data based on rules like user, location, or application."
"What factors can access control rules be based on?","Username/group, user/data location, or allowed applications."
"How can access control rules adapt to changing security needs?","They can be modified or removed by a security administrator based on the current security posture."
"What is posture assessment?","A continuous check of devices to ensure they comply with security standards like antivirus and updates."
"When should posture assessment be performed?","When a device first connects or logs into the network remotely."
"What are common checks in a posture assessment?","Updated antivirus, latest applications, trusted certificate, full disk encryption."
"What is a persistent agent in posture assessment?","A permanently installed monitoring tool that requires updates and runs continuously."
"What is a dissolvable agent in posture assessment?","A temporary agent that runs during login/connection and deletes itself after performing checks."
"What is agentless NAC and when does it work?","A login-time posture check using Active Directory with no local agent; works only during login/logout."
"What are three responses to a failed posture assessment?","Quarantine the device, provide compliance instructions, or allow reassessment."
"What is the main challenge modern antivirus faces?","Over a million new virus variants daily require constant updates and scalability."
"What does EDR stand for and what does it do?","Endpoint Detection and Response; extends antivirus with behavioral analysis, machine learning, and automation."
"What features does EDR provide?","Root-cause analysis, automated isolation/quarantine, and system rollback."
"What is XDR and how is it different from EDR?","Extended Detection and Response; uses broader data sources and better correlation for improved threat detection."
"What role does User-Behavior Analytics (UBA) play in XDR?","Establishes normal behavior baselines to detect anomalies using rules, pattern matching, and stats."
"What is the goal of XDR?","To detect and stop malicious code in real time, preventing wider damage."


