"Why is incident response planning important for supply chain security?","To prepare for breaches with containment strategies and use threat intelligence to identify risks."
"Why is supply chain security increasingly important?","Due to the global complexity of modern supply chains, the need to verify even trusted partners, and regulatory compliance requirements."
"What is one of the easiest ways for attackers to steal data online?","When organizations accidentally leave sensitive information publicly accessible."
"What do attackers actively search for regarding cloud storage?","Misconfigured cloud storage (e.g., Amazon S3 buckets) that are left unsecured."
"What happened with Verizon customer records in 2017?","14 million records were exposed due to a third party failing to secure an Amazon S3 repository."
"What type of accounts do attackers often target on Linux and Windows systems?","Root (Linux) or administrator (Windows) accounts."
"What is a risk associated with administrators setting weak passwords?","It makes brute-force attacks easy."
"What are some best practices for managing root/admin accounts?","Disable direct root/admin login, use sudo or su for privilege elevation, and limit the number of administrator accounts."
"What is a security risk associated with network protocols that do not encrypt data?","Attackers can intercept and read the information."
"Give examples of insecure network protocols mentioned in the text.","Telnet, FTP, HTTP, SMTP, IMAP (unencrypted)."
"What tool can be used to reveal sensitive data sent over insecure protocols?","Packet captures (e.g., using Wireshark)."
"What is the solution for using insecure network protocols?","Use secure versions like SSH, SFTP, HTTPS, and TLS-enabled email protocols."
"What is a common security issue with many IoT devices?","They have default usernames and passwords that users often forget to change."
"What is the Mirai botnet known for?","Automatically scanning for IoT devices with default credentials and compromising them."
"What is the solution to the risk of default credentials on IoT devices?","Change default passwords on all network-connected devices."
"What is a potential entry point for attackers on a server?","Every open port."
"What is the purpose of firewalls?","To help control network access."
"What is a risk associated with firewall misconfigurations?","Accidentally exposing critical systems to unauthorized access."
"What is necessary to prevent unauthorized access through firewalls?","Regular audits of firewall rules."
"Why are mobile devices often hard to secure?","Portability","Constant movement","Storage of sensitive data","Always being connected."
"What is jailbreaking on iOS devices?","Removing manufacturer security restrictions."
"What is rooting on Android devices?","Removing manufacturer security restrictions."
"What are some consequences of jailbreaking or rooting a mobile device?","Users can install unauthorized apps, replace the OS, and bypass security controls like MDM."
"What is sideloading apps?","Installing apps from outside official app stores."
"What is a risk associated with sideloading apps?","These apps could contain malware."
"What are some ways organizations prevent security issues on mobile devices?","Security policies prohibiting jailbreaking/rooting and restricting app installations to approved sources."
"What are Acceptable Use Policies (AUPs)?","Policies that outline restrictions on device usage within an organization."
"What is a potential consequence of violating company security policies regarding mobile devices?","Dismissal from the company."
"What is a common characteristic of all software according to the text?","Every application and operating system has security flaws (vulnerabilities)."
"What is the main challenge with software vulnerabilities?","We don’t know what all of them are yet."
"Who are the two main groups that find software vulnerabilities?","Security researchers and attackers (hackers)."
"What do security researchers typically do when they find a vulnerability?","Report it to developers so they can fix it."
"What do attackers typically do when they find a vulnerability first?","Keep it secret and develop attack code to exploit it without reporting it."
"What happens when an attacker finds a vulnerability before the software vendor knows about it?","There is no patch to fix the issue."
"What is a zero-day vulnerability?","A vulnerability that is exploited by attackers before a fix exists."
"Why is the security community often caught off guard by zero-day attacks?","Because no one knew the issue existed."
"How long can attackers use a zero-day vulnerability?","Until a patch is created."
"What is a key step in protecting against zero-day attacks once a patch is released?","Organizations must update their software quickly."
"What is CVE (Common Vulnerabilities and Exposures)?","A database used by security teams to monitor vulnerabilities."
"Where can information about CVEs be found?","cve.mitre.org."
"Give an example of a zero-day attack on Chrome in 2023 mentioned in the text.","A memory corruption + sandbox escape vulnerability."
"Give an example of a zero-day vulnerability found in Microsoft products in May 2023.","An issue where self-signed code could run during UEFI boot, bypassing Secure Boot."
"What were the three major zero-day vulnerabilities found in Apple’s iOS/iPadOS in May 2023?","Sandbox escape","Sensitive data disclosure","Arbitrary code execution."
"What is a key takeaway regarding the security of all software systems?","Every system has unknown security flaws."
"What is the goal of attackers regarding software vulnerabilities before patches are available?","To find and exploit them (zero-day attacks)."
"What is crucial for companies to do to protect users from zero-day attacks?","Quickly release security patches."
"What is the most important action users can take to reduce the risk from software vulnerabilities?","Always keep software updated."
