"What happened in the 2016 Brazilian bank attack?","Attackers hijacked 36 domains to redirect users to malicious sites and steal credentials."  

"What is an on-path attack?","An attack where an attacker intercepts and monitors traffic between two devices (e.g., laptop and router), modifying data in real-time."  
"What is ARP poisoning?","An on-path attack exploiting the Address Resolution Protocol to redirect traffic through the attacker's device by spoofing MAC addresses."  
"How does ARP poisoning work?","1. Attacker sends fake ARP replies claiming to be the router. 2. Victim updates ARP cache. 3. Traffic flows through attacker’s device."  
"What is a man-in-the-browser attack?","Malware on the victim’s device acts as a proxy, intercepting encrypted traffic (e.g., login credentials) directly."  
"What is a replay attack?","Reusing captured data (e.g., passwords or session IDs) to impersonate a victim and gain unauthorized access."  
"What is Pass the Hash (PTH)?","Attackers use intercepted password hashes (not plaintext) to authenticate as the victim without decrypting."  
"How to mitigate replay attacks?","Encryption (HTTPS), salting passwords, and rejecting repeated hash/session ID usage."  
"What is session hijacking?","Stealing a session ID (e.g., via cookies) to impersonate a user and bypass authentication."  
"How to prevent session hijacking?","Use HTTPS, enforce browser HTTPS settings, and employ VPNs for partial encryption."  
"What is social engineering?","Manipulating people to reveal sensitive info (e.g., phishing calls/emails)."  
"Why are default credentials risky?","Attackers exploit unchanged preset usernames/passwords to access devices."  
"What is WannaCry ransomware?","Malware exploiting Windows SMBv1 vulnerability to install ransomware via arbitrary code execution."  
"How to defend against malicious code?","Use anti-malware, firewalls, updates/patches, and train users on safe practices."  
"What is the risk of storing credentials in plain text?","Attackers can immediately read usernames/passwords if they access the database."  
"What is password hashing?","Storing a fixed-length, irreversible hash (e.g., SHA-256) instead of the actual password."  
"Why is hashing secure?","Hashes cannot be reversed to reveal the original password (one-way function)."  
"What is a spraying attack?","Using common passwords (e.g., '123456') across many accounts to avoid lockouts."  
"What is offline brute force?","Cracking stolen password hashes locally without triggering account lockouts."  
"What weakens brute force success?","Long/complex passwords and strong hashing algorithms (e.g., bcrypt, SHA-256)."  
"What is an Indicator of Compromise (IOC)?","Evidence suggesting a security breach (e.g., unusual traffic, file changes)."  
"Name an IOC related to authentication.","Simultaneous logins from distant locations or account lockouts without user action."  
"What file system IOC indicates ransomware?","Encrypted files appearing on the system unexpectedly."  
"What is a hash collision?","Two different inputs producing the same hash output (e.g., MD5 vulnerability)."  
"What is a birthday attack?","Exploiting the birthday paradox to find hash collisions through brute force."  
"What is a downgrade attack?","Forcing systems to use weaker/no encryption (e.g., SSL stripping to HTTP)."  
"How does SSL stripping work?","1. Intercept HTTPS redirect. 2. Keep victim on HTTP. 3. Steal credentials via MITM."  
"Why is MD5 insecure?","It allows practical hash collisions, enabling forged certificates or data."  
"What mitigates SSL stripping?","Using HTTPS by default (HSTS) and avoiding HTTP connections."  
"What IOC suggests data exfiltration?","Unusually large network traffic or private data appearing online."  
"What is an 'impossible login' IOC?","Logins from geographically distant locations at the same time."  
"Why disable accounts as an IOC?","Unauthorized administrative changes may indicate attacker control." 
"What is an injection attack?","Inserting malicious code into application input fields (e.g., SQL, HTML) to execute unauthorized actions."  
"What is SQL injection?","Injecting malicious SQL code to manipulate or extract data from a database."  
"What is a buffer overflow attack?","Overloading a program's memory buffer to overwrite adjacent memory, potentially controlling the application."  
"Why are buffer overflows hard to exploit?","Memory management variations make them unreliable and often crash applications."  
"What is a replay attack?","Reusing captured network traffic (e.g., credentials, session IDs) to impersonate a user."  
"How do attackers capture data for replay attacks?","Via network tapping, ARP poisoning, malware, or on-path (MITM) attacks."  
"What is privilege escalation?","Gaining higher-level access (vertical: admin) or another user’s permissions (horizontal)."  
"How to prevent privilege escalation?","Patching vulnerabilities, anti-malware, DEP, and ASLR."  
"What is Cross-Site Request Forgery (CSRF)?","Tricking a user’s browser into sending unauthorized requests to a trusted site (e.g., fund transfers)."  
"How to defend against CSRF?","Using cryptographic tokens to validate legitimate requests."  
"What is directory traversal?","Exploiting misconfigurations to access files outside the web root using '../' in URLs."  
"What indicates directory traversal in logs?","Repeated '../' sequences in URL requests."  
"What do injection and buffer overflow have in common?","They exploit poor input validation or memory management in applications."  
"Why combine attack types?","To gain deeper system access (e.g., replay + on-path attacks)."  
"What is vertical privilege escalation?","Gaining higher-level permissions (e.g., admin/system access)."     
