"Why must backup security be a major concern?","Because backups often contain sensitive data that can be stolen or misused if unprotected."
"How can backups be secured effectively?","Encrypt the data, control access, and ensure recovery keys are available for restoration."
"What backup risk is illustrated by the stolen tapes example?","The importance of protecting physical backup media from theft or loss."
"What is a snapshot in backup strategy?","A saved state of a VM that allows rollback; works like an incremental backup by saving only changes."
"How are snapshots useful in cloud and virtualization environments?","They offer easy daily backups and fast rollbacks before major updates or changes."
"What is replication in backup strategies?","Near real-time copying of data to another location for redundancy and disaster recovery."
"How does replication support availability?","By providing up-to-date data in a backup site, allowing fast switchover during primary site failure."
"Why is it important to test backups?","To ensure restoration works and data or systems can be recovered as expected during a disaster."
"What must be verified after restoring backup data?","That applications can access and use the data, and full system recovery is successful."
"What is journaling in the context of data integrity?","A method that writes changes to a journal before finalizing, reducing the risk of data corruption."
"How does journaling prevent corruption from power loss?","If failure occurs mid-write, the journal allows recovery without needing a full backup restore."
"What is the purpose of an Uninterruptible Power Supply (UPS)?","To provide temporary power during outages and protect systems from power anomalies like blackouts, brownouts, and surges."
"What are the three main types of UPS?","Offline (Standby), Line-Interactive, and Online (Double-Conversion)."
"How does an Offline/Standby UPS work?","Uses main power until failure, then switches to battery with a short delay."
"What is the advantage of a Line-Interactive UPS?","It can adjust voltage levels during brownouts without switching to battery."
"What is unique about an Online or Double-Conversion UPS?","It continuously runs systems off the battery/inverter, providing constant power with no switching delay."
"What key features should be considered when selecting a UPS?","Battery capacity, automatic graceful shutdown, number of outlets, and surge protection for Ethernet/phone lines."
"What does a UPS protect against?","Blackouts (power loss), brownouts (voltage drops), and surges (voltage spikes)."
"What is the role of a generator in power resiliency?","Provides long-term power as long as fuel is available; can support entire buildings or select circuits."
"Why combine a UPS with a generator?","To ensure uninterrupted power—UPS covers the gap while the generator starts and stabilizes."
"How does a UPS enhance availability during generator startup?","By keeping systems powered during the time it takes for the generator to start (often around one minute)."
